osm_id;addr_stree;addr_house;name;wheelchair;operator;school_fr;ref_uai;ref;fee;capacity;building;amenity;operator_t;osm_user;osm_timest;tags;objectid;nb_carte_scol
22752678;NA;NA;École élémentaire Jules Ferry;NA;NA;élémentaire;0341557H;NA;NA;NA;NA;school;public;NA;2017-03-31T14:22:56Z;"""name""=>""École élémentaire Jules Ferry"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341557H"", ""osm_user""=>"""", ""way_area""=>""4075.05"", ""school:FR""=>""élémentaire"", ""osm_version""=>""9"", ""contact:phone""=>""+33 4 67 54 65 67"", ""operator:type""=>""public"", """;1878;1
292374510;Avenue Joan Miro;89;École élémentaire André Malraux;NA;NA;élémentaire;0342344N;NA;NA;NA;NA;school;public;NA;2022-02-27T08:50:11Z;"""name""=>""École élémentaire André Malraux"", ""phone""=>""+334 67 20 35 50"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342344N"", ""osm_user""=>"""", ""way_area""=>""4131.64"", ""school:FR""=>""élémentaire"", ""addr:street""=>""Avenue Joan Miro"", ""description""=>""cant";1879;1
427588590;NA;NA;École élémentaire Heidelberg;NA;NA;élémentaire;0340977C;NA;NA;NA;NA;school;public;NA;2017-02-14T15:26:40Z;"""name""=>""École élémentaire Heidelberg"", ""phone""=>""+33467754207"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340977C"", ""osm_user""=>"""", ""way_area""=>""2656.2"", ""school:FR""=>""élémentaire"", ""description""=>""canton 1 circonscription 2"", ""osm_version""=>""2""";1887;1
230599846;NA;NA;École élémentaire Docteur Calmette;NA;NA;élémentaire;0341642A;NA;NA;NA;NA;school;public;NA;2021-05-05T21:55:34Z;"""name""=>""École élémentaire Docteur Calmette"", ""phone""=>""+33 4 67 63 47 25"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341642A"", ""osm_user""=>"""", ""way_area""=>""5495.67"", ""school:FR""=>""élémentaire"", ""description""=>""canton 2 circonscription 3"", ""osm_v";1880;1
427603761;NA;NA;École élémentaire Louis Armstrong;NA;NA;élémentaire;0340522H;NA;NA;NA;NA;school;public;NA;2017-12-06T13:50:29Z;"""name""=>""École élémentaire Louis Armstrong"", ""phone""=>""+33467756177"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340522H"", ""osm_user""=>"""", ""way_area""=>""4408.87"", ""school:FR""=>""élémentaire"", ""osm_version""=>""2"", ""operator:type""=>""public"", ""osm_chang";1882;1
427603763;NA;NA;École élémentaire Joseph Delteil;NA;NA;élémentaire;0341924G;NA;NA;NA;NA;school;public;NA;2016-06-27T12:41:14Z;"""name""=>""École élémentaire Joseph Delteil"", ""phone""=>""+33467100576"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341924G"", ""osm_user""=>"""", ""way_area""=>""2679.45"", ""school:FR""=>""élémentaire"", ""osm_version""=>""1"", ""operator:type""=>""public"", ""osm_change";1883;1
47841624;NA;NA;École élémentaire Léo Malet;NA;NA;élémentaire;0341922E;NA;NA;NA;NA;school;public;NA;2017-09-16T01:52:52Z;"""name""=>""École élémentaire Léo Malet"", ""phone""=>""+33467754645"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341922E"", ""osm_user""=>"""", ""way_area""=>""4488.61"", ""school:FR""=>""élémentaire"", ""description""=>""canton 1 circonscription 8"", ""osm_version""=>""5""";1884;1
427588593;NA;NA;École élémentaire Antoine Balard;NA;NA;élémentaire;0341936V;NA;NA;NA;NA;school;public;NA;2017-02-14T15:26:40Z;"""name""=>""École élémentaire Antoine Balard"", ""phone""=>""+33467754301"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341936V"", ""osm_user""=>"""", ""way_area""=>""2213.75"", ""school:FR""=>""élémentaire"", ""description""=>""canton 1 circonscription 2"", ""osm_version""";1885;1
427588595;NA;NA;École élémentaire Simon Bolivar;NA;NA;élémentaire;0341911T;NA;NA;NA;NA;school;public;NA;2019-04-21T14:50:40Z;"""name""=>""École élémentaire Simon Bolivar"", ""phone""=>""+33467753469"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341911T"", ""osm_user""=>"""", ""way_area""=>""2735.75"", ""school:FR""=>""élémentaire"", ""description""=>""canton 1 circonscription 2"", ""osm_version""=";1886;1
427586808;NA;NA;École élémentaire Louisville;NA;NA;élémentaire;0341908P;NA;NA;NA;NA;school;public;NA;2016-06-27T10:14:18Z;"""name""=>""École élémentaire Louisville"", ""phone""=>""+33467753601"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341908P"", ""osm_user""=>"""", ""way_area""=>""3258.61"", ""school:FR""=>""élémentaire"", ""osm_version""=>""1"", ""operator:type""=>""public"", ""osm_changeset""";1888;1
427603755;NA;NA;École élémentaire Emile Combes;NA;NA;élémentaire;0341953N;NA;NA;NA;NA;school;public;NA;2022-08-14T18:42:26Z;"""name""=>""École élémentaire Emile Combes"", ""phone""=>""+33467632845"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341953N"", ""osm_user""=>"""", ""way_area""=>""3837.49"", ""school:FR""=>""élémentaire"", ""description""=>""canton 2 circonscription 8"", ""osm_version""=>";1889;1
427783073;NA;NA;École élémentaire Charles Baudelaire;NA;NA;élémentaire;0341877F;NA;NA;NA;NA;school;public;NA;2017-03-27T14:36:52Z;"""name""=>""École élémentaire Charles Baudelaire"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341877F"", ""osm_user""=>"""", ""way_area""=>""3880.32"", ""school:FR""=>""élémentaire"", ""description""=>""canton 2 circonscription 2"", ""osm_version""=>""3"", ""contact:phone";1890;1
427597697;NA;NA;École primaire Marguerite Yourcenar;no;NA;primaire;0342201H;NA;NA;NA;NA;school;public;NA;2022-04-02T17:02:54Z;"""name""=>""École primaire Marguerite Yourcenar"", ""phone""=>""+33467570690"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342201H"", ""osm_user""=>"""", ""way_area""=>""2842.97"", ""school:FR""=>""primaire"", ""wheelchair""=>""no"", ""description""=>""canton 1 circonscripti";1891;1
427761162;NA;NA;École primaire Winston Churchill;NA;NA;primaire;0341415D;NA;NA;NA;NA;school;public;NA;2023-02-16T10:04:41Z;"""name""=>""École primaire Winston Churchill"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341415D"", ""osm_user""=>"""", ""way_area""=>""6894.53"", ""school:FR""=>""primaire"", ""description""=>""canton 4 circonscription 1"", ""osm_version""=>""13"", ""contact:city""=>""Mon";1892;1
427583637;NA;NA;École élémentaire Marc Bloch;NA;NA;élémentaire;0341377M;NA;NA;NA;NA;school;public;NA;2017-02-14T15:15:19Z;"""name""=>""École élémentaire Marc Bloch"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341377M"", ""osm_user""=>"""", ""way_area""=>""3796.68"", ""school:FR""=>""élémentaire"", ""contact:fax""=>""+33467751387"", ""description""=>""canton 1, circonscription 2"", ""osm_versi";1895;1
427617802;NA;NA;École élémentaire Sun Yat Sen;NA;NA;élémentaire;0340515A;NA;NA;NA;NA;school;public;NA;2017-03-27T14:36:53Z;"""name""=>""École élémentaire Sun Yat Sen"", ""phone""=>""+33467755832"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340515A"", ""osm_user""=>"""", ""way_area""=>""2626.89"", ""school:FR""=>""élémentaire"", ""description""=>""canton 5 circonscription 1"", ""osm_version""=>""";1896;1
307514982;NA;NA;École élémentaire Paul Langevin;NA;NA;élémentaire;0341407V;NA;NA;NA;NA;school;public;NA;2019-03-14T18:02:26Z;"""name""=>""École élémentaire Paul Langevin"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341407V"", ""osm_user""=>"""", ""way_area""=>""3914.93"", ""school:FR""=>""élémentaire"", ""description""=>""canton 2 circonscription 2"", ""osm_version""=>""7"", ""contact:phone""=>""+";1861;1
664152737;NA;NA;École primaire Benoîte Groult;NA;NA;primaire;0342412M;NA;NA;NA;NA;school;public;NA;2020-08-25T16:46:37Z;"""name""=>""École primaire Benoîte Groult"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342412M"", ""osm_user""=>"""", ""way_area""=>""4965.34"", ""school:FR""=>""primaire"", ""start_date""=>""2019"", ""osm_version""=>""4"", ""operator:type""=>""public"", ""osm_changeset""=>""0""";1898;1
77185871;NA;NA;Lycée agricole Frédéric Bazille;NA;NA;lycée;0341915X;NA;NA;NA;NA;school;public;NA;2022-07-23T01:30:42Z;"""fax""=>""+33467632636"", ""name""=>""Lycée agricole Frédéric Bazille"", ""phone""=>""+33467638989"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341915X"", ""osm_user""=>"""", ""way_area""=>""65836"", ""school:FR""=>""lycée"", ""osm_version""=>""16"", ""operator:type""=>""publi";1900;2
315317461;NA;NA;École élémentaire Frédéric Bazille;NA;NA;élémentaire;0340520F;NA;NA;NA;NA;school;public;NA;2022-01-12T14:45:35Z;"""name""=>""École élémentaire Frédéric Bazille"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340520F"", ""osm_user""=>"""", ""way_area""=>""1795.78"", ""school:FR""=>""élémentaire"", ""description""=>""canton 5 circonscription 1"", ""osm_version""=>""8"", ""contact:phone""=";1900;2
1046119053;Rue du Cinquante Sixième Régiment d'Artillerie;400;École primaire Jeanne Moreau;NA;NA;primaire;0342411L;NA;NA;NA;NA;school;public;NA;2022-04-02T17:01:07Z;"""name""=>""École primaire Jeanne Moreau"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342411L"", ""osm_user""=>"""", ""way_area""=>""2780.58"", ""school:FR""=>""primaire"", ""addr:street""=>""Rue du Cinquante Sixième Régiment d'Artillerie"", ""osm_version""=>""2"", ""cont";1901;1
427818581;NA;NA;École élémentaire Jules Simon;NA;NA;élémentaire;0340504N;NA;NA;NA;NA;school;public;NA;2022-05-12T14:11:03Z;"""name""=>""École élémentaire Jules Simon"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340504N"", ""osm_user""=>"""", ""way_area""=>""2177.74"", ""school:FR""=>""élémentaire"", ""description""=>""canton 4 circonscription 9"", ""osm_version""=>""6"", ""contact:phone""=>""+33";1902;1
427814354;NA;NA;École élémentaire Alphonse de Lamartine;NA;NA;primaire;0340491Z;NA;NA;NA;NA;school;public;NA;2019-09-01T22:16:54Z;"""name""=>""École élémentaire Alphonse de Lamartine"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340491Z"", ""osm_user""=>"""", ""way_area""=>""774.94"", ""school:FR""=>""primaire"", ""description""=>""canton 5 circonscription 2"", ""osm_version""=>""5"", ""contact:phone""";1905;1
427805260;Allée des Sophoras;6;École élémentaire Marie Curie;NA;NA;élémentaire;0340486U;NA;NA;NA;NA;school;public;NA;2019-05-22T19:49:16Z;"""name""=>""École élémentaire Marie Curie"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340486U"", ""osm_user""=>"""", ""way_area""=>""2802.24"", ""addr:city""=>""Montpellier"", ""school:FR""=>""élémentaire"", ""addr:street""=>""Allée des Sophoras"", ""description""=>""canto";1906;1
427763721;NA;NA;École élémentaire Georges Simenon;NA;NA;élémentaire;0341859L;NA;NA;NA;NA;school;public;NA;2017-09-27T08:37:13Z;"""name""=>""École élémentaire Georges Simenon"", ""phone""=>""+33467424720"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341859L"", ""osm_user""=>"""", ""way_area""=>""5807.33"", ""school:FR""=>""élémentaire"", ""description""=>""canton 4 circonscription 1"", ""osm_version";1908;1
427814221;NA;NA;Lycée général et technologique Jean Mermoz;NA;NA;lycée;0340042L;NA;NA;NA;NA;school;public;NA;2022-12-20T15:07:52Z;"""name""=>""Lycée général et technologique Jean Mermoz"", ""phone""=>""+33467206000"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340042L"", ""osm_user""=>"""", ""way_area""=>""90469.8"", ""school:FR""=>""lycée"", ""osm_version""=>""7"", ""operator:type""=>""public"", ""osm_ch";1862;2
427952333;NA;NA;École élémentaire Jean Mermoz;NA;NA;primaire;0340843G;NA;NA;NA;NA;school;public;NA;2020-04-17T09:56:09Z;"""name""=>""École élémentaire Jean Mermoz"", ""phone""=>""+33467650466"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340843G"", ""osm_user""=>"""", ""way_area""=>""5664.46"", ""school:FR""=>""primaire"", ""osm_version""=>""7"", ""operator:type""=>""public"", ""osm_changeset""=>";1862;2
427761169;NA;NA;École élémentaire Voltaire;NA;NA;élémentaire;0340485T;NA;NA;NA;NA;school;public;NA;2019-05-11T17:21:17Z;"""name""=>""École élémentaire Voltaire"", ""phone""=>""+33467471965"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340485T"", ""osm_user""=>"""", ""way_area""=>""7132.68"", ""school:FR""=>""élémentaire"", ""description""=>""canton 4 circonscription 1"", ""osm_version""=>""5"",";1910;1
528549561;NA;NA;École élémentaire Ronsard;NA;NA;élémentaire;0341845W;NA;NA;NA;NA;school;public;NA;2019-02-18T23:56:41Z;"""name""=>""École élémentaire Ronsard"", ""phone""=>""+33467278203"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341845W"", ""osm_user""=>"""", ""way_area""=>""2114.99"", ""school:FR""=>""élémentaire"", ""description""=>""canton 4 circonscription 1"", ""osm_version""=>""3"",";1911;1
4504742907;NA;NA;Cours Diderot;NA;NA;NA;0342092P;NA;NA;NA;NA;college;private;NA;2016-11-16T18:05:00Z;"""name""=>""Cours Diderot"", ""amenity""=>""college"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342092P"", ""osm_user""=>"""", ""osm_version""=>""1"", ""operator:type""=>""private"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2016-11-16T18:05:00Z""";1913;2
-8275600;NA;NA;École élémentaire Denis Diderot;NA;NA;élémentaire;0340551P;NA;NA;NA;NA;school;public;NA;2018-05-06T11:11:50Z;"""name""=>""École élémentaire Denis Diderot"", ""phone""=>""+33467921580"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340551P"", ""osm_user""=>"""", ""way_area""=>""4838.53"", ""school:FR""=>""élémentaire"", ""description""=>""canton 4 circonscription 1"", ""osm_version""=";1913;2
983831563;NA;NA;Groupe Scolaire Joan Miro;NA;NA;primaire;0342450D;NA;NA;NA;NA;school;public;NA;2022-12-23T10:19:30Z;"""name""=>""Groupe Scolaire Joan Miro"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342450D"", ""osm_user""=>"""", ""way_area""=>""3821.98"", ""school:FR""=>""primaire"", ""start_date""=>""2021"", ""osm_version""=>""6"", ""operator:type""=>""public"", ""osm_changeset""=>""0"", ""o";1915;1
427822489;NA;NA;École élémentaire Jacques Brel;NA;NA;élémentaire;0341923F;NA;NA;NA;NA;school;public;NA;2022-08-22T12:54:05Z;"""name""=>""École élémentaire Jacques Brel"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341923F"", ""osm_user""=>"""", ""way_area""=>""4692.79"", ""school:FR""=>""élémentaire"", ""description""=>""canton 4 circonscription 1"", ""osm_version""=>""3"", ""contact:phone""=>""+3";1453;1
427618105;NA;NA;École primaire Ludwig Van Beethoven;NA;NA;élémentaire;0342317J;NA;NA;NA;NA;school;public;NA;2021-11-24T11:18:54Z;"""name""=>""École primaire Ludwig Van Beethoven"", ""phone""=>""+33467276671"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342317J"", ""osm_user""=>"""", ""way_area""=>""7724.93"", ""school:FR""=>""élémentaire"", ""description""=>""canton 4 circonscription 1"", ""osm_versi";1853;1
427957344;NA;NA;École élémentaire Jean Macé;NA;NA;élémentaire;0341593X;NA;NA;NA;NA;school;public;NA;2017-03-17T10:44:17Z;"""name""=>""École élémentaire Jean Macé"", ""phone""=>""+33467644060"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341593X"", ""osm_user""=>"""", ""way_area""=>""1348.14"", ""school:FR""=>""élémentaire"", ""description""=>""canton 4 circonscription 1"", ""osm_version""=>""2""";1854;1
388561028;NA;NA;École élémentaire Blaise Pascal;NA;NA;élémentaire;0341874C;NA;NA;NA;NA;school;public;NA;2017-09-16T01:54:48Z;"""name""=>""École élémentaire Blaise Pascal"", ""phone""=>""+33467221172"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341874C"", ""osm_user""=>"""", ""way_area""=>""2189.32"", ""school:FR""=>""élémentaire"", ""osm_version""=>""3"", ""operator:type""=>""public"", ""osm_changes";1855;1
388332987;NA;NA;École primaire Michel de l'Hospital;NA;NA;élémentaire;0342231R;NA;NA;NA;NA;school;public;NA;2022-04-02T17:03:10Z;"""name""=>""École primaire Michel de l'Hospital"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342231R"", ""osm_user""=>"""", ""way_area""=>""4533.35"", ""school:FR""=>""élémentaire"", ""description""=>""canton 3 circonscription 9"", ""osm_version""=>""7"", ""operator:type""";1856;1
427955301;NA;NA;École élémentaire Jean Jaurès;limited;NA;élémentaire;0342178H;NA;NA;NA;NA;school;public;NA;2017-03-17T10:44:18Z;"""name""=>""École élémentaire Jean Jaurès"", ""phone""=>""+33499922246"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342178H"", ""osm_user""=>"""", ""way_area""=>""1327.16"", ""school:FR""=>""élémentaire"", ""wheelchair""=>""limited"", ""description""=>""canton 3 circonscrip";1857;1
427953111;Avenue de la Pompignane;501;École élémentaire Paul Painlevé;NA;NA;élémentaire;0341347E;NA;NA;NA;NA;school;public;NA;2017-03-17T10:57:49Z;"""name""=>""École élémentaire Paul Painlevé"", ""phone""=>""+33 467658535"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341347E"", ""osm_user""=>"""", ""way_area""=>""4414.64"", ""school:FR""=>""élémentaire"", ""addr:street""=>""Avenue de la Pompignane"", ""description""=>""";1858;1
381607608;NA;NA;École élémentaire Jean Zay;yes;NA;élémentaire;0341811J;NA;NA;NA;NA;school;public;NA;2017-09-16T01:54:47Z;"""name""=>""École élémentaire Jean Zay"", ""phone""=>""+33467026636"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341811J"", ""osm_user""=>"""", ""way_area""=>""3823.85"", ""school:FR""=>""élémentaire"", ""wheelchair""=>""yes"", ""description""=>""canton 3 circonscription 9""";1859;1
427814229;NA;NA;École élémentaire Périclès;NA;NA;élémentaire;0341689B;NA;NA;NA;NA;school;public;NA;2019-04-22T19:17:26Z;"""name""=>""École élémentaire Périclès"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341689B"", ""osm_user""=>"""", ""way_area""=>""1767.78"", ""school:FR""=>""élémentaire"", ""description""=>""canton 3 circonscription 2"", ""osm_version""=>""3"", ""operator:type""=>""public";1860;1
22940828;NA;NA;École élémentaire Jean Moulin;NA;NA;primaire;0341850B;NA;NA;NA;NA;school;public;NA;2019-09-01T22:16:54Z;"""name""=>""École élémentaire Jean Moulin"", ""phone""=>""+33 4 67 72 68 17"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341850B"", ""osm_user""=>"""", ""way_area""=>""4945.8"", ""school:FR""=>""primaire"", ""description""=>""canton 3 circonscription 9"", ""osm_version""=>";1863;1
559720245;NA;NA;École primaire Germaine Richier;NA;NA;primaire;NA;NA;NA;NA;NA;school;public;NA;2021-11-15T22:41:19Z;"""name""=>""École primaire Germaine Richier"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""way_area""=>""3105.28"", ""school:FR""=>""primaire"", ""start_date""=>""09/2018"", ""osm_version""=>""7"", ""operator:type""=>""public"", ""osm_changeset""=>""0"", ""osm_timestamp""=";1864;1
427617812;NA;NA;École primaire Olympe de Gouges;NA;NA;élémentaire;0342248J;NA;NA;NA;NA;school;public;NA;2021-11-15T22:41:19Z;"""name""=>""École primaire Olympe de Gouges"", ""phone""=>""+33467923552"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342248J"", ""osm_user""=>"""", ""way_area""=>""5816.15"", ""school:FR""=>""élémentaire"", ""description""=>""canton 4 circonscription 2"", ""osm_version""=";1865;1
427617811;NA;NA;École élémentaire Alain Savary;NA;NA;élémentaire;0341885P;NA;NA;NA;NA;school;public;NA;2019-06-08T16:13:25Z;"""name""=>""École élémentaire Alain Savary"", ""phone""=>""+33467420257"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341885P"", ""osm_user""=>"""", ""way_area""=>""4426.69"", ""school:FR""=>""élémentaire"", ""osm_version""=>""2"", ""operator:type""=>""public"", ""osm_changese";1867;1
