"osm_id";"addr_stree";"addr_house";"name";"wheelchair";"operator";"school_fr";"ref_uai";"ref";"fee";"capacity";"building";"amenity";"operator_t";"osm_user";"osm_timest";"tags";"objectid";"nb_carte_scol"
427617810;NA;NA;"École maternelle Hélène Boucher";NA;NA;"maternelle";"0341844V";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Hélène Boucher"", ""phone""=>""+33467425284"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341844V"", ""osm_user""=>"""", ""way_area""=>""1376.35"", ""school:FR""=>""maternelle"", ""description""=>""canton 4 circonscription 1"", ""osm_version""=>";1017;1
22940825;NA;NA;"École maternelle Ingrid Bergman";NA;NA;"maternelle";"0340547K";NA;NA;NA;NA;"school";"public";NA;"2022-05-12T18:09:37Z";"""name""=>""École maternelle Ingrid Bergman"", ""phone""=>""+33 4 67 72 35 58"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340547K"", ""osm_user""=>"""", ""way_area""=>""2315.16"", ""school:FR""=>""maternelle"", ""osm_version""=>""14"", ""operator:type""=>""public"", ""osm_ch";1018;1
427815610;NA;NA;"École maternelle Anatole France";NA;NA;"maternelle";"0340538A";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Anatole France"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340538A"", ""osm_user""=>"""", ""way_area""=>""553.049"", ""school:FR""=>""maternelle"", ""description""=>""canton 5 circonscription 2"", ""osm_version""=>""7"", ""contact:phone""=>""+3";1019;1
427761162;NA;NA;"École primaire Winston Churchill";NA;NA;"primaire";"0341415D";NA;NA;NA;NA;"school";"public";NA;"2023-02-16T10:04:41Z";"""name""=>""École primaire Winston Churchill"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341415D"", ""osm_user""=>"""", ""way_area""=>""6894.53"", ""school:FR""=>""primaire"", ""description""=>""canton 4 circonscription 1"", ""osm_version""=>""13"", ""contact:city""=>""Mon";1021;1
391822497;NA;NA;"Établissement régional d'enseignement adapté Jean-Jacques Rousseau";NA;NA;NA;"0340833W";NA;NA;NA;NA;"college";NA;NA;"2021-12-16T17:50:13Z";"""name""=>""Établissement régional d'enseignement adapté Jean-Jacques Rousseau"", ""amenity""=>""college"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340833W"", ""osm_user""=>"""", ""way_area""=>""20911.2"", ""osm_version""=>""4"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2021-12-16T17:50";1022;2
427814998;NA;NA;"École maternelle Jean Jacques Rousseau";NA;NA;"maternelle";"0341873B";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Jean Jacques Rousseau"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341873B"", ""osm_user""=>"""", ""way_area""=>""649.295"", ""school:FR""=>""maternelle"", ""description""=>""canton 5 circonscription 2"", ""osm_version""=>""5"", ""contact:phon";1022;2
427813301;"Rue Général René";"2";"École maternelle Francis Garnier";NA;NA;"maternelle";"0340542E";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Francis Garnier"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340542E"", ""osm_user""=>"""", ""way_area""=>""983.558"", ""addr:city""=>""Montpellier"", ""school:FR""=>""maternelle"", ""addr:street""=>""Rue Général René"", ""contact:fax""=>""+3346";1023;1
427800271;NA;NA;"École maternelle Chaptal";NA;NA;"maternelle";"0340534W";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Chaptal"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340534W"", ""osm_user""=>"""", ""way_area""=>""581.801"", ""school:FR""=>""maternelle"", ""osm_version""=>""3"", ""contact:phone""=>""+33 4 67 92 35 43"", ""operator:type""=>""public"", ""osm_ch";1024;1
408248423;NA;NA;"École maternelle Pauline Kergomard";NA;NA;"maternelle";"0340528P";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:07Z";"""name""=>""École maternelle Pauline Kergomard"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340528P"", ""osm_user""=>"""", ""way_area""=>""3272.47"", ""school:FR""=>""maternelle"", ""description""=>""école d?application de l'ESPE"", ""osm_version""=>""6"", ""contact:phone";1025;1
427761916;NA;NA;"École maternelle Bertie Albrecht";NA;NA;"maternelle";"0341303G";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Bertie Albrecht"", ""phone""=>""+33467424074"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341303G"", ""osm_user""=>"""", ""way_area""=>""1996.45"", ""school:FR""=>""maternelle"", ""osm_version""=>""5"", ""operator:type""=>""public"", ""osm_changes";1060;1
427603768;"Rue Viollet le Duc";"88";"École maternelle Jeanne Deroin";NA;NA;"maternelle";"0341445L";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Jeanne Deroin"", ""phone""=>""+33 467 75 59 85"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341445L"", ""osm_user""=>"""", ""way_area""=>""1765.79"", ""addr:city""=>""Montpellier"", ""school:FR""=>""maternelle"", ""addr:street""=>""Rue Viollet l";1026;1
427783630;NA;NA;"École maternelle Goethe";NA;NA;"maternelle";"0340543F";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Goethe"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340543F"", ""osm_user""=>"""", ""way_area""=>""3705.57"", ""school:FR""=>""maternelle"", ""osm_version""=>""4"", ""contact:phone""=>""+33 4 67 92 75 38"", ""operator:type""=>""public"", ""osm_cha";1027;1
427783074;NA;NA;"École maternelle Rudyard Kipling";NA;NA;"maternelle";"0340981G";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Rudyard Kipling"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340981G"", ""osm_user""=>"""", ""way_area""=>""2514.94"", ""school:FR""=>""maternelle"", ""description""=>""canton 2 circonscription 2"", ""osm_version""=>""4"", ""contact:phone""=>""+";1028;1
427603762;NA;NA;"École maternelle Jules Michelet";NA;NA;"maternelle";"0341925H";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Jules Michelet"", ""phone""=>""+33467100605"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341925H"", ""osm_user""=>"""", ""way_area""=>""2158.63"", ""school:FR""=>""maternelle"", ""osm_version""=>""4"", ""operator:type""=>""public"", ""osm_changese";1029;1
427603758;NA;NA;"École maternelle Madeleine Brès";NA;NA;"maternelle";"0340953B";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Madeleine Brès"", ""phone""=>""+33467630119"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340953B"", ""osm_user""=>"""", ""way_area""=>""2653.61"", ""school:FR""=>""maternelle"", ""osm_version""=>""4"", ""operator:type""=>""public"", ""osm_changese";1030;1
427603760;NA;NA;"École maternelle Geneviève Bon";NA;NA;"maternelle";"0340530S";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Geneviève Bon"", ""phone""=>""+33467750234"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340530S"", ""osm_user""=>"""", ""way_area""=>""3584.26"", ""school:FR""=>""maternelle"", ""description""=>""canton 1 circoncription 2"", ""osm_version""=>""5";1031;1
-13418750;NA;NA;"École maternelle Marie Pape-Carpantier";NA;NA;"maternelle";"0340532U";NA;NA;NA;NA;"school";"public";NA;"2021-12-17T12:28:05Z";"""name""=>""École maternelle Marie Pape-Carpantier"", ""phone""=>""+33467752535"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340532U"", ""osm_user""=>"""", ""way_area""=>""3218.74"", ""school:FR""=>""maternelle"", ""description""=>""canton 1 circonscription 2"", ""osm_ver";1032;1
315083195;NA;NA;"École maternelle Charlie Chaplin";NA;NA;"maternelle";"0340544G";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:03Z";"""name""=>""École maternelle Charlie Chaplin"", ""phone""=>""+33 4 67 63 35 60"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340544G"", ""osm_user""=>"""", ""way_area""=>""2776.24"", ""school:FR""=>""maternelle"", ""osm_version""=>""4"", ""operator:type""=>""public"", ""osm_ch";1033;1
427603754;NA;NA;"École maternelle Victor Duruy";NA;NA;"maternelle";"0341992F";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Victor Duruy"", ""phone""=>""+33467637390"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341992F"", ""osm_user""=>"""", ""way_area""=>""1689.33"", ""school:FR""=>""maternelle"", ""osm_version""=>""3"", ""operator:type""=>""public"", ""osm_changeset""";1035;1
230599845;NA;NA;"École maternelle Agrippa d'Aubigné";NA;NA;"maternelle";"0340531T";NA;NA;NA;NA;"school";"public";NA;"2023-02-22T17:49:19Z";"""name""=>""École maternelle Agrippa d'Aubigné"", ""phone""=>""+33 4 67 63 24 20"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340531T"", ""osm_user""=>"""", ""way_area""=>""4288.2"", ""school:FR""=>""maternelle"", ""description""=>""canton 2 circonscription 3"", ""osm_ver";1036;1
427588591;NA;NA;"École maternelle Madeleine Renaud";NA;NA;"maternelle";"0341082S";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Madeleine Renaud"", ""phone""=>""+33467754300"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341082S"", ""osm_user""=>"""", ""way_area""=>""1531.53"", ""school:FR""=>""maternelle"", ""osm_version""=>""4"", ""operator:type""=>""public"", ""osm_change";1037;1
427586809;NA;NA;"École maternelle Martin Luther King";NA;NA;"maternelle";"0341018X";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Martin Luther King"", ""phone""=>""+33467753525"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341018X"", ""osm_user""=>"""", ""way_area""=>""1680.16"", ""school:FR""=>""maternelle"", ""osm_version""=>""4"", ""operator:type""=>""public"", ""osm_chan";1039;1
427583643;NA;NA;"École maternelle Averroes";NA;NA;"maternelle";"0341079N";NA;NA;NA;NA;"school";"public";NA;"2022-11-21T14:03:16Z";"""name""=>""École maternelle Averroes"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341079N"", ""osm_user""=>"""", ""way_area""=>""1862.53"", ""school:FR""=>""maternelle"", ""description""=>""canton 1, circonscription 2"", ""osm_version""=>""6"", ""operator:type""=>""public""";1041;1
427583638;NA;NA;"École maternelle Nicolas Copernic";NA;NA;"maternelle";"0341378N";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Nicolas Copernic"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341378N"", ""osm_user""=>"""", ""way_area""=>""2479.18"", ""school:FR""=>""maternelle"", ""description""=>""canton 1, circonscription 2"", ""osm_version""=>""6"", ""contact:phone""=>";1042;1
315084881;NA;NA;"École maternelle Jacques Prévert";NA;NA;"maternelle";"0341418G";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:03Z";"""name""=>""École maternelle Jacques Prévert"", ""phone""=>""+33467756466"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341418G"", ""osm_user""=>"""", ""way_area""=>""2352.66"", ""school:FR""=>""maternelle"", ""osm_version""=>""7"", ""operator:type""=>""public"", ""osm_changes";1043;1
427583640;NA;NA;"École maternelle Indira Gandhi";NA;NA;"maternelle";"0341304H";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Indira Gandhi"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341304H"", ""osm_user""=>"""", ""way_area""=>""4729.09"", ""school:FR""=>""maternelle"", ""osm_version""=>""6"", ""operator:type""=>""public"", ""osm_changeset""=>""0"", ""osm_timestamp""=>";1044;1
315083196;NA;NA;"École maternelle Pablo Picasso";NA;NA;"maternelle";"0341571Y";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:03Z";"""name""=>""École maternelle Pablo Picasso"", ""phone""=>""+33467400697"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341571Y"", ""osm_user""=>"""", ""way_area""=>""2534.16"", ""school:FR""=>""maternelle"", ""osm_version""=>""5"", ""operator:type""=>""public"", ""osm_changeset";1045;1
22752679;NA;NA;"École maternelle Térésa";NA;NA;"maternelle";"0341554E";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:06:39Z";"""name""=>""École maternelle Térésa"", ""phone""=>""+33 4 67 54 65 67"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341554E"", ""osm_user""=>"""", ""way_area""=>""3886.77"", ""school:FR""=>""maternelle"", ""description""=>""canton 6 circonscription 2"", ""osm_version""=>""12";1047;1
427617801;NA;NA;"École maternelle Maria Callas";NA;NA;"maternelle";"0340533V";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Maria Callas"", ""phone""=>""+33467755655"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340533V"", ""osm_user""=>"""", ""way_area""=>""2154.04"", ""school:FR""=>""maternelle"", ""osm_version""=>""3"", ""operator:type""=>""public"", ""osm_changeset""";1048;1
427597697;NA;NA;"École primaire Marguerite Yourcenar";"no";NA;"primaire";"0342201H";NA;NA;NA;NA;"school";"public";NA;"2022-04-02T17:02:54Z";"""name""=>""École primaire Marguerite Yourcenar"", ""phone""=>""+33467570690"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342201H"", ""osm_user""=>"""", ""way_area""=>""2842.97"", ""school:FR""=>""primaire"", ""wheelchair""=>""no"", ""description""=>""canton 1 circonscripti";1049;1
427803308;"Rue du Faubourg Figuerolles";"96";"École maternelle Docteur Roux";NA;NA;"maternelle";"0340552R";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Docteur Roux"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340552R"", ""osm_user""=>"""", ""way_area""=>""2741.41"", ""addr:city""=>""Montpellier"", ""school:FR""=>""maternelle"", ""addr:street""=>""Rue du Faubourg Figuerolles"", ""description""";1050;1
664152737;NA;NA;"École primaire Benoîte Groult";NA;NA;"primaire";"0342412M";NA;NA;NA;NA;"school";"public";NA;"2020-08-25T16:46:37Z";"""name""=>""École primaire Benoîte Groult"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342412M"", ""osm_user""=>"""", ""way_area""=>""4965.34"", ""school:FR""=>""primaire"", ""start_date""=>""2019"", ""osm_version""=>""4"", ""operator:type""=>""public"", ""osm_changeset""=>""0""";1052;1
427819750;NA;NA;"École maternelle Florian";NA;NA;"maternelle";"0340540C";NA;NA;NA;NA;"school";"public";NA;"2021-11-27T20:36:41Z";"""name""=>""École maternelle Florian"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340540C"", ""osm_user""=>"""", ""way_area""=>""1062.38"", ""school:FR""=>""maternelle"", ""osm_version""=>""5"", ""contact:phone""=>""+33 4 67 65 73 50"", ""operator:type""=>""public"", ""osm_ch";1053;1
1046119053;"Rue du Cinquante Sixième Régiment d'Artillerie";"400";"École primaire Jeanne Moreau";NA;NA;"primaire";"0342411L";NA;NA;NA;NA;"school";"public";NA;"2022-04-02T17:01:07Z";"""name""=>""École primaire Jeanne Moreau"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342411L"", ""osm_user""=>"""", ""way_area""=>""2780.58"", ""school:FR""=>""primaire"", ""addr:street""=>""Rue du Cinquante Sixième Régiment d'Artillerie"", ""osm_version""=>""2"", ""cont";1056;1
32214791;NA;NA;"École maternelle Wolfgang-Amadeus Mozart";NA;NA;"maternelle";"0340529R";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:06:39Z";"""name""=>""École maternelle Wolfgang-Amadeus Mozart"", ""phone""=>""+33467631561"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340529R"", ""osm_user""=>"""", ""way_area""=>""1962.82"", ""school:FR""=>""maternelle"", ""description""=>""canton 2 circonscription 8"", ""osm_v";1057;1
427763720;NA;NA;"École maternelle Robert Surcouf";NA;NA;"maternelle";"0340545H";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Robert Surcouf"", ""phone""=>""+33467424523"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340545H"", ""osm_user""=>"""", ""way_area""=>""2811.91"", ""school:FR""=>""maternelle"", ""osm_version""=>""5"", ""operator:type""=>""public"", ""osm_changese";1059;1
31298051;NA;NA;"Collège Marcel Pagnol";NA;NA;"secondaire";"0341592W";NA;NA;NA;NA;"school";"public";NA;"2017-10-10T08:22:59Z";"""fax""=>""+33467271137"", ""name""=>""Collège Marcel Pagnol"", ""phone""=>""+33467274209"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341592W"", ""osm_user""=>"""", ""way_area""=>""16028"", ""school:FR""=>""secondaire"", ""osm_version""=>""8"", ""operator:type""=>""public"", ""o";1061;2
427761913;NA;NA;"École maternelle Marcel Pagnol";NA;NA;"maternelle";"0340536Y";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Marcel Pagnol"", ""phone""=>""+33467275378"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340536Y"", ""osm_user""=>"""", ""way_area""=>""5016.85"", ""school:FR""=>""maternelle"", ""osm_version""=>""4"", ""operator:type""=>""public"", ""osm_changeset";1061;2
359842271;NA;NA;"École maternelle Aliénor d'Aquitaine";NA;NA;"maternelle";"0341639X";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:05Z";"""name""=>""École maternelle Aliénor d'Aquitaine"", ""phone""=>""+33467274612"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0341639X"", ""osm_user""=>"""", ""way_area""=>""2119.66"", ""school:FR""=>""maternelle"", ""description""=>""canton 4 circonscription 1"", ""osm_versi";1062;1
493756410;NA;NA;"École maternelle Jean Cocteau";NA;NA;"maternelle";NA;NA;NA;NA;NA;"school";NA;NA;"2020-10-29T13:07:10Z";"""name""=>""École maternelle Jean Cocteau"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""osm_user""=>"""", ""way_area""=>""2822.44"", ""school:FR""=>""maternelle"", ""osm_version""=>""3"", ""osm_changeset""=>""0"", ""osm_timestamp""=>""2020-10-29T13:07:10Z""";1064;1
983831563;NA;NA;"Groupe Scolaire Joan Miro";NA;NA;"primaire";"0342450D";NA;NA;NA;NA;"school";"public";NA;"2022-12-23T10:19:30Z";"""name""=>""Groupe Scolaire Joan Miro"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342450D"", ""osm_user""=>"""", ""way_area""=>""3821.98"", ""school:FR""=>""primaire"", ""start_date""=>""2021"", ""osm_version""=>""6"", ""operator:type""=>""public"", ""osm_changeset""=>""0"", ""o";1067;1
292374512;NA;NA;"École primaire Chengdu";NA;NA;"primaire";"0342315G";NA;NA;NA;"yes";"school";"public";NA;"2020-04-13T17:39:48Z";"""name""=>""École primaire Chengdu"", ""phone""=>""+334677226420"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342315G"", ""building""=>""yes"", ""osm_user""=>"""", ""way_area""=>""2012.61"", ""school:FR""=>""primaire"", ""description""=>""canton 3 circonscription 9"", ""osm_v";1068;1
292374510;"Avenue Joan Miro";"89";"École élémentaire André Malraux";NA;NA;"élémentaire";"0342344N";NA;NA;NA;NA;"school";"public";NA;"2022-02-27T08:50:11Z";"""name""=>""École élémentaire André Malraux"", ""phone""=>""+334 67 20 35 50"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0342344N"", ""osm_user""=>"""", ""way_area""=>""4131.64"", ""school:FR""=>""élémentaire"", ""addr:street""=>""Avenue Joan Miro"", ""description""=>""cant";1069;1
427816741;NA;NA;"École maternelle Louis Figuier";NA;NA;"maternelle";"0340539B";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Louis Figuier"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340539B"", ""osm_user""=>"""", ""way_area""=>""916.773"", ""school:FR""=>""maternelle"", ""osm_version""=>""6"", ""contact:phone""=>""+33 4 67 65 64 89"", ""operator:type""=>""public"", """;1407;1
427806758;"Allée des Sophoras";"2";"École maternelle Alphonse Daudet";NA;NA;"maternelle";"0340537Z";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Alphonse Daudet"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340537Z"", ""osm_user""=>"""", ""way_area""=>""1421.43"", ""addr:city""=>""Montpellier"", ""school:FR""=>""maternelle"", ""addr:street""=>""Allée des Sophoras"", ""osm_version""=>""5"",";1408;1
427822486;NA;NA;"École maternelle Simone Signoret";NA;NA;"maternelle";"0340535X";NA;NA;NA;NA;"school";"public";NA;"2020-10-29T13:07:08Z";"""name""=>""École maternelle Simone Signoret"", ""amenity""=>""school"", ""osm_uid""=>""0"", ""ref:UAI""=>""0340535X"", ""osm_user""=>"""", ""way_area""=>""2946.64"", ""school:FR""=>""maternelle"", ""osm_version""=>""3"", ""contact:phone""=>""+33467640873"", ""operator:type""=>""public"", ""osm";1412;1
